,Unnamed: 0,Content,Label
712,556,"262 SUMMARY An alternating voltage U = Um Sin (0t applied to a resistor R drives a U m R . The current is in phase with current i = im sinwt in the resistor, im = the applied voltage. For an alternating current i = im sin cot passing through a resistor R, the average power loss P (averaged over a cycle) due to joule heating is (1/2 )ijnR. To express it in the same form as the dc power (P = 12R), a special value of current is used. It is called root mean square (rms) current and is donoted by I: I = 1'"" = 0.707 im J5 Similarly. the rms voltage is defined by V = Um = 0.707vm J5 We have P = IV = 12R An ac voltage U = um sin cot applied to a pure inductor L, drives a current in the inductor i = im sin (cot — n/Z), where im = vm/XL. XL = (0L is called inductive reactance. The current in the inductor lags the voltage by n/ 2. The average power supplied to an inductor over one complete cycle is zero. An ac voltage U = um sincot applied to a capacitor drives a current in the capacitor: 1' = im sin (wt + TI/ 2). Here. i _ X _ L . .. m — ~ c — (0C rs called capacrtwe reactance. The current through the capacitor is 7t/ 2 ahead of the applied voltage. As in the case of inductor, the average power supplied to a capacitor over one complete cycle is zero. For a series RLC circuit driven by voltage U = um sin cut. the current is given by i = im sin (cot + (/>) U m where i = — R2 + (X0 _ XL )2 m and ¢ : tan’l H Z = R2 +(XC —XL)2 is called the impedance of the circuit.",0
713,412,"Electric Charges and Fields where n is any integer, positive or negative. This basic unit of charge is the charge that an electron or proton carries. By convention, the charge on an electron is taken to be negative; therefore charge on an electron is written as —e and that on a proton as +e. The fact that electric charge is always an integral multiple of e is termed as quantisation of charge. There are a large number of situations in physics where certain physical quantities are quantised. The quantisation of charge was first suggested by the experimental laws of electrolysis discovered by English experimentalist Faraday. It was experimentally demonstrated by Millikan in l 9 1 2. In the International System (SI) of Units, a unit of charge is called a coulomb and is denoted by the symbol C. A coulomb is deﬁned in terms the unit of the electric current which you are going to learn in a subsequent chapter. In terms of this definition, one coulomb is the charge ﬂowing through a wire in 1 s if the current is l A (ampere), (see Chapter 2 of Class XI, Physics Textbook , Part I). In this system, the value of the basic unit of charge is e = 1.602192 x 10—190 Thus, there are about 6 X 1018 electrons in a charge of —1C. In electrostatics, charges of this large magnitude are seldom encountered and hence we use smaller units l “C (micro coulomb) = 1043 C or 1 mC (milli coulomb) = 10—3 c. If the protons and electrons are the only basic charges in the universe, all the observable charges have to be integral multiples of e. Thus, if a body contains n1 electrons and n2 protons, the total amount of charge on the body is n2 X e + n1 X (—e) = (n2 — n1) e. Since n1 and n2 are integers, their difference is also an integer. Thus the charge on any body is always an integral multiple of e and can be increased or decreased also in steps of e. The step size e is, however, very small because at the macroscopic level, we deal with charges of a few ”C. At this scale the fact that charge of a body can increase or decrease in units of e is not visible. In this respect, the grainy nature of the charge is lost and it appears to be continuous. This situation can be compared with the geometrical concepts of points and lines. A dotted line viewed from a distance appears continuous to us but is not continuous in reality. As many points very close to each other normally give an impression of a continuous line, many small charges taken together appear as a continuous charge distribution. At the macroscopic level, one deals with charges that are enormous compared to the magnitude of charge e. Since e = 1.6 X 10‘19 C, a charge of magnitude, say l ”C, contains something like 1013 times the electronic charge. At this scale, the fact that charge can increase or decrease only in units of e is not very different from saying that charge can take continuous values. Thus, at the macroscopic level, the quantisation of charge has no practical consequence and can be ignored. However, at the microscopic level, where the charges involved are of the order of a few tens or hundreds of e, i.e., they can be counted, they appear in discrete lumps and 2019-20",0
714,401,"FIGURE 1.30 Gaussian surface for a uniformly charged infinite plane sheet. 38 i Physics 2 Flux through the Gaussian surface ﬂux through the curved cylindrical part of the surface = EX 2an The surface includes charge equal to A l. Gauss’s law then gives E X 2an = 21/80 A _ 2n80r i.e., E Vectorially, E at any point is given by A - E = n 2ns0r (1'32) where 13 is the radial unit vector in the plane normal to the wire passing through the point. E is directed outward if A is positive and inward if 2. is negative. Note that when we write a vector A as a scalar multiplied by a unit vector, i.e., as A = A i , the scalar A is an algebraic number. It can be negative or positive. The direction of A will be the same as that of the unit vector {1 if A > O and opposite to i if A < 0. When we want to restrict to non-negative values, we use the symbol |A| and call it the modulus of A. Thus, A| 2 O . Also note that though only the charge enclosed by the surface (Al) was included above, the electric field E is due to the charge on the entire wire. Further, the assumption that the wire is infinitely long is crucial. Without this assumption, we cannot take E to be normal to the curved part of the cylindrical Gaussian surface. However, Eq. (1.32) is approximately true for electric ﬁeld around the central portions of a long wire, where the end effects may be ignored. 1. 15.2 Field due to a uniformly charged inﬁnite plane sheet Let a be the uniform surface charge density of an infinite plane sheet (Fig. 1.30). We take the x—axis normal to the given plane. By symmetry, the electric field will not depend on y and z coordinates and its direction at every point must be parallel to the x—direction. Surface We can take the Gaussian surface to be a charge densitya rectangular parallelepiped of cross-sectional area A, as shown. (A cylindrical surface will also do.) As seen from the figure, only the two faces 1 and 2 will contribute to the ﬂux; electric field lines are parallel to the other faces and they, therefore, do not contribute to the total ﬂux. The unit vector normal to surface 1 is in —x direction while the unit vector normal to surface 2 is in the +x direction. Therefore, ﬂux E.AS through both the surfaces are equal and add up. Therefore the net ﬂux through the Gaussian surface is 2 EA. The charge enclosed by the closed surface is 6A. Therefore by Gauss’s law, 2019-20",0
715,332,"SYSTEMS OF PARTICLES AND ROTATIONAL MOTION I71 1 = I a (7.43) Eq. (7.43) is similar to Newton’s second law for linear motion expressed symbolically as F = ma Just as force produces acceleration, torque produces angular acceleration in a body. The angular acceleration is directly proportional to the applied torque and is inversely proportional to the moment of inertia of the body. In this respect, Eq.(7 .43) can be called Newton’s second law for rotational motion about a fixed axis. P Example 7.15 A cord of negligible mass is wound round the rim of a ﬂy wheel of mass 20 kg and radius 20 cm. A steady pull of 25 N is applied on the cord as shown in Fig. 7.35. The ﬂywheel is mounted on a horizontal axle with frictionless bearings. (a) Compute the angular acceleration of the wheel. (b) Find the work done by the pull, when 2m of the cord is unwound. (c) Find also the kinetic energy of the wheel at this point. Assume that the wheel starts from rest. ((1) Compare answers to parts (b) and ((3). Answer F=25N Fig. 7.35 (a) We use I 06 = T the torque ‘L' = F R = 25 X 0.20 Nm (as R = 0.20m) = 5.0 Nm I = Moment of inertia of ﬂywheel about its axis —MR2 2 2 . .22 = 00+“) =O_4kgm2 a = angular acceleration = 5.0 N m/0.4 kg m2 = 12.5 s—2 (b) Work done by the pull unwinding 2m of the cord = 25 N X 2m = 50 J (e) Let a) be the final angular velocity. The 1 kinetic energy gained = 51602 , since the wheel starts from rest. Now, (02 = (03‘ + 20:6, we = O The angular displacement 9 = length of unwound string / radius of wheel = 2m/0.2 m = 10 rad (02 = 2 x 12.5 x 10.0 = 250(rad/s)2 K.E. gained: éx0.4x250=50J (d) The answers are the same, i.e. the ldnetic energy gained by the wheel = work done by the force. There is no loss of energy due to friction. 4 7.13 ANGULAR MOMENTUM IN CASE OF ROTATION ABOUT A FIXED AXIS We have studied in section 7 .7, the angular momentum of a system of particles. We already know from there that the time rate of total angular momentum of a system of particles about a point is equal to the total external torque on the system taken about the same point. When the total external torque is zero, the total angular momentum of the system is conserved. We now wish to study the angular momentum in the special case of rotation about a fixed axis. The general expression for the total angular momentum of the system of n particles is N L = Z r. X P. (7.2519) i=1 We first consider the angular momentum of a typical particle of the rotating rigid body. We then sum up the contributions of individual particles to get L of the whole body. For a typical particle l = rXp. As seen in the last section 1' = OP = 00 + CP [Fig 7. l7(b)]. With 2019-20",0
716,714,"7O a given vector into two component vectors along a set of two vectors — all the three lie in the same plane. It is convenient to resolve a general vector along the axes of a rectangular coordinate system using vectors of unit magnitude. These are called unit vectors that we discuss now. A unit vector is a vector of unit magnitude and points in a particular direction. It has no dimension and unit. It is used to specify a direction only. Unit vectors along the x—, y- and z—axes of a rectangular coordinate system are denoted by i 3 and 1}, respectively, as shown in Fig. 4.9(a). Since these are unit vectors, we have = ll‘: |=1 (4.9) ﬂ.) These unit vectors are perpendicular to each other. In this text, they are printed in bold face with a cap (A) to distinguish them from other vectors. Since we are dealing with motion in two dimensions in this chapter, we require use of only two unit vectors. If we multiply a unit vector, say 13 by a scalar, the result is a vector A. = kﬁ. In general, a vector A can be written as A = IAI ﬁ (4.10) where fl is a unit vector along A. We can now resolve a vector A in terms of component vectors that lie along unit vectors i and 3. Consider a vector A that lies in x—y plane as shown in Fig. 4.9(b). We draw lines from the head of A perpendicular to the coordinate axes as in Fig. 4.9(b), and get vectors Al and A2 A such that Al + A2 = A. Since Al is parallel to i y PHYSICS and A2 is parallel to 3, we have : A1=Ax§, 112:ij (4.11) where AX and Ag are real numbers. Thus, A = AX 3+ ij (4.12) This is represented in Fig. 4.9(c). The quantities AX and Ag are called x—, and y- components of the vector A. Note that AX is itself not a vector, but AX i is a vector, and so is Ag 3. Using simple trigonometry, we can express AX and Ag in terms of the magnitude of A and the angle 0y it makes with the x— axis. AX =Acos 0 Ag = A sin 6 (4.13) As is clear from Eq. (4.13), a component of a vector can be positive, negative or zero depending on the value of 0. Now, we have two ways to specify a vector A in a plane. It can be specified by : (i) its magnitude A and the direction 9 it makes with the x—axis; or (ii) its components AX and Ag If A and 9 are given, Axand Ay can be obtained using Eq. (4.13). If AX and Ag are given, A and 0 can be obtained as follows : Ai + A5 = AZCOSZB + Azsin26 =A2 Or, A: 1lAi+Aj (4.14) d tan9= i 9: tan’1i 5 An Ax, Ax (4.1 ) Fig. 4.9 (a) Unit vectors i , j and k lie along the x—, y—, and z axes (b) A vectorA is resolved into its components AX and Ag along x—, and y— axes. [c] A and A2 expressed in terms of' 1 and j. 2019-20",0
717,765,"THERMAL PROPERTIES OF MA’I'I‘ER — Heat is a fonn of energy that ﬂows between a body and its surrounding medium by virtue of temperature difference between them. The degree of hotness of the body is quantitatively represented by temperature. A temperature—measuring device (thermometer) makes use of some measurable property (called thermometric property) that. changes with temperature. Different thermometers lead to different temperature scales. To construct a temperature scale. two fixed points are chosen and assigned some arbitrary values of temperature. The two numbers fix the origin of the scale and the size of its unit. The Celsius temperature (t) and the Farenheit temperare (tFJare related by tF = (9/5) tc + 32 The ideal gas equation connecting pressure (P), volume (V) and absolute temperature (’1) is : PV = ,uRT where L1 is the number of moles and R is the universal gas constant.",0
718,1342,"(i) (ii) BIOLOGY Regulate: Some organisms are able to maintain homeostasis by physiological (sometimes behavioural also) means which ensures constant body temperature, constant osmotic concentration, etc. All birds and mammals, and a very few lower vertebrate and invertebrate species are indeed capable of such regulation (thermoregulation and osmoregulation). Evolutionary biologists believe that the ‘success’ of mammals is largely due to their ability to maintain a constant body temperature and thrive whether they live in Antarctica or in the Sahara desert. The mechanisms used by most mammals to regulate their body temperature are similar to the ones that we humans use. We maintain a constant body temperature of 37°C. In summer, when outside temperature is more than our body temperature, we sweat profusely. The resulting evaporative cooling, similar to what happens with a desert cooler in operation, brings down the body temperature. In winter when the temperature is much lower than 37 0C, we start to shiver, a kind of exercise which produces heat and raises the body temperature. Plants, on the other hand, do not have such mechanisms to maintain internal temperatures. Conform : An overwhelming majority (99 per cent) of animals and nearly all plants cannot maintain a constant internal environment. Their body temperature changes with the ambient temperature. In aquatic animals, the osmotic concentration of the body ﬂuids change with that of the ambient air, water osmotic concentration. These animals and plants are simply conformers. Considering the beneﬁts of a constant internal environment to the organism, we must ask why these conformers had not evolved to become regulators. Recall the human analogy we used above; much as they like, how many people can really afford an air conditioner? Many simply ‘sweat it out’ and resign themselves to suboptimal performance in hot summer months. Thermoregulation is energetically expensive for many organisms. This is particularly true for small animals like shrews and humming birds. Heat loss or heat gain is a function of surface area. Since small animals have a larger surface area relative to their volume, they tend to lose body heat very fast when it is cold outside; then they have to expend much energy to generate body heat through metabolism. This is the main reason why very small animals are rarely found in polar regions. During the course of evolution, the costs and beneﬁts of maintaining a constant internal environment are taken into consideration. Some species have evolved the ability to regulate, but only over a limited range of environmental conditions, beyond which they simply conform. If the stressful external conditions are localised or remain only for a short duration, the organism has two other alternatives for survival. 2019-2020",1
719,250,"WAV ES 369 In solids, similar arguments can be made. In a crystalline solid, atoms or group of atoms are arranged in a periodic lattice. In these, each atom or group of atoms is in equilibrium, due to forces from the surrounding atoms. Displacing one atom, keeping the others fixed, leads to restoring forces, exactly as in a spring. So we can think of atoms in a lattice as end points, with springs between pairs of them. In the subsequent sections of this chapter we are going to discuss various characteristic properties of waves. 15.2 TRANSVERSE AND LONGITUDINAL WAVES We have seen that motion of mechanical waves involves oscillations of constituents of the medium. If the constituents of the medium oscillate perpendicular to the direction of wave propagation, we call the wave a transverse wave. If they oscillate along the direction of wave propagation, we call the wave a longitudinal wave. Fig.15.2 shows the propagation of a single pulse along a string, resulting from a single up and down jerk. If the string is very long compared Fig. 1 5.2 When a pulse travels along the length of a stretched string (x—direction), the elements of the string oscillate up and down (y— direction) to the size of the pulse, the pulse will damp out before it reaches the other end and reﬂection from that end may be ignored. Fig. 15.3 shows a similar situation, but this time the external agent gives a continuous periodic sinusoidal up and down jerk to one end of the string. The resulting disturbance on the string is then a sinusoidal wave. In either case the elements of the string oscillate about their equilibrium mean Harmonic —> L x wave Fig. 1 5.3 A harmonic (sinusoidal) wave travelling along a stretched string is an example of a transverse wave. An element of the string in the region of the wave oscillates about its equilibrium position perpendicular to the direction of wave propagation. position as the pulse or wave passes through them. The oscillations are normal to the direction of wave motion along the string, so this is an example of transverse wave. We can look at a wave in two ways. We can fix an instant of time and picture the wave in space. This will give us the shape of the wave as a whole in space at a given instant. Another way is to ﬁx a location i.e. fix our attention on a particular element of string and see its oscillatory motion in time. Fig. 15.4 describes the situation for longitudinal waves in the most familiar example of the propagation of sound waves. A long pipe filled with air has a piston at one end. A single sudden push forward and pull back of the piston will generate a pulse of condensations (higher density) and rarefactions (lower density) in the medium (air). If the push-pull of the piston is continuous and periodic (sinusoidal), a Fig. 1 5.4 Longitudinal waves (sound) generated in a pipe ﬁlled with air by moving the piston up and down. A volume element of air oscillates in the direction parallel to the direction of wave propagation. 2019-20",0
720,1014,"270 BIOLOGY lining whereas the inner pleural membrane is in contact with the lung surface. The part starting with the external nostrils up to the terminal bronchioles constitute the conducting part whereas the alveoli and their ducts form the respiratory or exchange part of the respiratory system. The conducting part transports the atmospheric air to the alveoli, clears it from foreign particles, humidiﬁes and also brings the air to body temperature. Exchange part is the site of actual diffusion of O2 and CO2 between blood and atmospheric air. The lungs are situated in the thoracic chamber which is anatomically an air-tight chamber. The thoracic chamber is formed dorsally by the vertebral column, ventrally by the sternum, laterally by the ribs and on the lower side by the dome-shaped diaphragm. The anatomical setup of lungs in thorax is such that any change in the volume of the thoracic cavity will be reﬂected in the lung (pulmonary) cavity. Such an arrangement is essential for breathing, as we cannot directly alter the pulmonary volume. Respiration involves the following steps: (1) Breathing or pulmonary ventilation by which atmospheric air is drawn in and CO2 rich alveolar air is released out. (ii) Diffusion of gases (O2 and 002) across alveolar membrane. (iii) Transport of gases by the blood. (iv) Diffusion of O2 and CO2 between blood and tissues. (v) Utilisation of 02 by the cells for catabolic reactions and resultant release of CO2 (cellular respiration as dealt in the Chapter 14). 17.2 MECHANISM OF BREATHING Breathing involves two stages : inspiration during which atmospheric air is drawn in and expiration by which the alveolar air is released out. The movement of air into and out of the lungs is carried out by creating a pressure gradient between the lungs and the atmosphere. Inspiration can occur if the pressure within the lungs (intra-pulmonary pressure) is less than the atmospheric pressure, i.e., there is a negative pressure in the lungs with respect to atmospheric pressure. Similarly, expiration takes place when the intra-pulmonary pressure is higher than the atmospheric pressure. The diaphragm and a specialised set of muscles — external and internal intercostals between the ribs, help in generation of such gradients. Inspiration is initiated by the contraction of diaphragm which increases the volume of thoracic chamber in the antero-posterior axis. The contraction of external inter-costal muscles lifts up the ribs and the",1
721,746,"Current Electricity Resistors in the higher range are made mostly from carbon. Carbon resistors are compact, inexpensive and thus ﬁnd extensive use in electronic circuits. Carbon resistors are small in size and hence their values are given using a colour code. TABLE 3.2 RESISTOR COLOUR CODES Black 0 1 Brown 1 1 O 1 Red 2 102 Orange 3 1 03 Yellow 4 1 04 Green 5 1 05 Blue 6 1 O6 Violet 7 107 Gray 8 1 08 White 9 109 Gold 1 0‘1 5 Silver 1 0‘2 1 O No colour 20 The resistors have a set of co-axial coloured rings on them whose signiﬁcance are listed in Table 3.2. The ﬁrst two bands from the end indicate the first two signiﬁcant figures of the resistance in ohms. The third I, # band indicates the decimal multiplier (as listed in Table / / \ \ 3.2). The last band stands for tolerance or possible Red Red Red Silver variation in percentage about the indicated values. Sometimes, this last band is absent and that indicates a tolerance of 20% (Fig. 3.8). For example, if the four colours are orange, blue, yellow and gold, the resistance value is 36 X 104 £2, with a tolerence value of 5%. (a) Violet 3.8 TEMPERATURE DEPENDENCE OF RESISTIVITY The resistivity of a material is found to be dependent on the temperature. Different materials do not exhibit the same dependence on temperatures. Over a limited range of temperatures, that is not too large, the resistivity of a metallic conductor is approximately given by, p, = p0 [1 + a (T—TOJI (3.26) Where pT is the resistivity at a temperature T and p0 is the same at a reference temperature To. a is called the temperature co-eﬁicient of resistivity, and from Eq. (3.26), the dimension of 0c is (Temperature)‘1. 103 (b) FIGURE 3.8 Colour coded resistors (a) (22 x 102 o) i 10%. (b) (47 X 10 Q) i 5%. 2019-20",0
722,1744,"Financial Statements of a Company 1 5 7 Work—in-progress and stock-in-trade Employee beneﬁts expense Finance costs Depreciation and amortisation expense Other expenses Total expenses Proﬁt before extraordinary items and tax (III-IV) Exceptional items Proﬁt before extraordinary items and tax (V-VI) Extraordinary items Proﬁt before tax (VII—VIII) Tax expense: (1) Current tax (2) Deferred tax Proﬁt/ (Loss) for the period from continuing operations (IX-X) Proﬁt/ (Loss) from discontinuing operations Tax expense of discontinuing operations Proﬁt/ (Loss) from Discontinuing operations (after tax) (XII-XIII) Proﬁt/ (Loss) for the period (XI + XIV) Earnings per equity share: (1) Basic (2) Diluted Exhibit. 3.2: Form of Statement of Proﬁt and Loss The items of statement of proﬁt and loss are discussed as follows: 1. Revenue from operations This includes: (i) Sale of products (ii) Sale of services (iii) Other operating revenues In respect to a ﬁnance company, revenue from operational shall include revenue from interest, dividend and income from other ﬁnancial services. It may be noted that under each of the above heads shall be disclosed separately by way of notes to accounts to the extent applicable. 2. Other income (i) Interest income (in case of a company other than a ﬁnance company), (ii) Dividend income, (iii) Net gain/ loss on sale of investments, (iv) Other non—operating income (net of expenses directly attributable to such income).",3
723,440,"100 i Physics EXAMPLE 3.2 Example 3.2 (a) In Example 3.1, the electron drift speed is estimated to be only a few mm s‘1 for currents in the range of a few amperes? How then is current established almost the instant a circuit is closed? (b) The electron drift arises due to the force experienced by electrons in the electric field inside the conductor. But force should cause acceleration. Why then do the electrons acquire a steady average drift speed? (c) If the electron drift speed is so small, and the electron’s charge is small, how can we still obtain large amounts of current in a conductor? ((1) When electrons drift in a metal from lower to higher potential, does it mean that all the ‘free’ electrons of the metal are moving in the same direction? (e) Are the paths of electrons straight lines between successive collisions (with the positive ions of the metal) in the (i) absence of electric field, (ii) presence of electric field? Solution (a) Electric field is established throughout the circuit, almost instantly (with the speed of light) causing at every point a local electron drift. Establishment of a current does not have to wait for electrons from one end of the conductor travelling to the other end. However, it does take a little while for the current to reach its steady value. (b) Each ‘free’ electron does accelerate, increasing its drift speed until it collides with a positive ion of the metal. It loses its drift speed after collision but starts to accelerate and increases its drift speed again only to suffer a collision again and so on. On the average, therefore, electrons acquire only a drift speed. (c) Simple, because the electron number density is enormous, ~1029 m‘S. (d) By no means. The drift velocity is superposed over the large random velocities of electrons. (e) In the absence of electric field, the paths are straight lines; in the presence of electric field, the paths are, in general, curved. 3.5. 1 Mobility As we have seen, conductivity arises from mobile charge carriers. In metals, these mobile charge carriers are electrons; in an ionised gas, they are electrons and positive charged ions; in an electrolyte, these can be both positive and negative ions. An important quantity is the mobility ,u defined as the magnitude of the drift velocity per unit electric field: _|Vd| ” E (3.24) The SI unit of mobility is m2/Vs and is 104 of the mobility in practical units (cm2/Vs). Mobility is positive. From Eq. (3.1 7), we have v_etE '1 m 2019-20",0
724,318,"spheres. When the separation between two spheres is much larger than the radius of each sphere, the charged spheres may be regarded as point charges. However, the charges on the spheres were unknown, to begin with. How then could he discover a relation like Eq. (1 . 1)? Coulomb thought of the following simple way: Suppose the charge on a metallic sphere is q. If the sphere is put in contact with an identical uncharged sphere, the charge will spread over the two spheres. By symmetry, the charge on each sphere will be q/ 2*. Repeating this process, we can get charges q/ 2, q/ 4, etc. Coulomb varied the distance for a ﬁxed pair of charges and measured the force for different separations. He then varied the charges in pairs, keeping the distance fixed for each pair. Comparing forces for different pairs of charges at different distances, Coulomb arrived at the relation, Eq. (1.1). Coulomb’s law, a simple mathematical statement, was initially experimentally arrived at in the manner described above. While the original experiments established it at a macroscopic scale, it has also been established down to subatomic level (r ~ 10‘10 m). Coulomb discovered his law without knowing the explicit magnitude of the charge. In fact, it is the other way round: Coulomb’s law can now be employed to furnish a definition for a unit of charge. In the relation, Eq. (1.1), kis so far arbitrary. We can choose any positive value of k. The choice of k determines the size of the unit of charge. In SI units, the value of k is about 9 X 109 Nm2 C2 called a coulomb which we defined earlier in Section 1.4. Putting this value of k in Eq. (1.1), we see that for q1=q2=1C,r=1m F: 9 x 109 N That is, 1 C is the charge that when placed at a distance of 1 m from another charge of the same magnitude in vacuum experiences an electrical force of repulsion of magnitude 9 X 109 N. One coulomb is evidently too big a unit to be used. In practice, in electrostatics, one uses smaller units like 1 mC or 1 “C. The constant k in Eq. (1.1) is usually put as . The unit of charge that results from this choice is Electric Charges and Fields Charles Augustin de Coulomb (1736 - 1806) Coulomb, a French physicist, began his career as a military engineer in the West Indies. In 1776, he returned to Paris and retired to a small estate to do his scientific research. He invented a torsion balance to measure the quantity of a force and used it for determination of forces of electric attraction or repulsion between small charged spheres. He thus arrived in 1785 at the inverse square law relation, now known as Coulomb’s law. The law had been anticipated by Priestley and also by Cavendish earlier, though Cavendish never published his results. Coulomb also found the inverse square law of force between unlike and like magnetic poles. k = 1 /47580 for later convenience, so that Coulomb’s law is written as 1 |q1q2| 47:80 r2 F: (1.2) so is called the permittivity of free space . The value of 80 in SI units is 80 = 8.854 x 10—12 c2 N‘lm‘2 * Implicit in this is the assumption of additivity of Charges and conservation: two charges (q/ 2 each) add up to make a total charge q. 2019-20 CE FJ CD {> C C) 5 d 2 U F1 0 O E O a DJ 3 03 0 ,L 00 O 92 11",0
725,955,"REPRODUCTIVE HEALTH by scientists at Central Drug Research Institute (CDRI) in Lucknow, India? Better awareness about sex related matters, increased number of medically assisted deliveries and better post-natal care leading to decreased maternal and infant mortality rates, increased number of couples with small families, better detection and cure of STDs and overall increased medical facilities for all sex-related problems, etc. all indicate improved reproductive health of the society. 4.2 POPULATION STABILISATION AND BIRTH CONTROL In the last century an all-round development in various ﬁelds signiﬁcantly improved the quality of life of the people. However, increased health facilities along with better living conditions had an explosive impact on the growth of population. The world population which was around 2 billion (2000 million) in 1900 rocketed to about 6 billion by 2000 and 7.2 billion in 201 1. A similar trend was observed in India too. Our population which was approximately 350 million at the time of our independence reached close to the billion mark by 2000 and crossed 1.2 billion in May 20 1 1. A rapid decline in death rate, maternal mortality rate (MMR) and infant mortality rate (IMR) as well as an increase in number of people in reproducible age are probable reasons for this. Through our Reproductive Child Health (RCH) programme, though we could bring down the population growth rate, it was only marginal. According to the 201 1 census report, the population growth rate was less than 2 per cent, i.e., 20 / 1000 /year, a rate at which our population could increase rapidly. Such an alarming growth rate could lead to an absolute scarcity of even the basic requirements, i.e., food, shelter and clothing, in spite of signiﬁcant progress made in those areas. Therefore, the government was forced to take up serious measures to check this population growth rate. The most important step to overcome this problem is to motivate smaller families by using various contraceptive methods. You might have seen advertisements in the media as well as posters / bills, etc., showing a happy couple with two children with a slogan Hum Do H amare Do (we two, our two). Many couples, mostly the young, urban, working ones have even adopted an ‘one child norm’. Statutory raising of marriageable age of the female to 1 8 years and that of males to 2 1 years, and incentives given to couples with small families are two of the other measures taken to tackle this problem. Let us describe some of the commonly used contraceptive methods, which help prevent unwanted pregnancies. An ideal contraceptive should be user-friendly, easily available, effective and reversible with no or least side-effects. It also should in no way interfere with the sexual drive, desire and / or the sexual act of the user. Awide range of contraceptive methods are presently available which could be broadly grouped into the following categories, namely Natural/Traditional, Barrier, IUDs, Oral contraceptives, Injectables, Implants and Surgical methods. 2019-2020",1
726,924,"18.1 18.2 18.3 18.4 18.5 18.6 11080CH18 Blood Lymph (Tissue Fluid) Circulatory Pathways Double Circulation Regulation of Cardiac Activity Disorders of Circulatory System CHAPTER 1 8 BODY FLUIDS AND CIRCULATION You have learnt that all living cells have to be provided With nutrients, O2 and other essential substances. Also, the waste or harmful substances produced, have to be removed continuously for healthy functioning of tissues. It is therefore, essential to have efficient mechanisms for the movement of these substances to the cells and from the cells. Different groups of animals have evolved different methods for this transport. Simple organisms like sponges and coelenterates circulate water from their surroundings through their body cavities to facilitate the cells to exchange these substances. More complex organisms use special ﬂuids Within their bodies to transport such materials. Blood is the most commonly used body ﬂuid by most of the higher organisms including humans for this purpose. Another body ﬂuid, lymph, also helps in the transport of certain substances. In this chapter, you Will learn about the composition and properties of blood and lymph (tissue ﬂuid) and the mechanism of circulation of blood is also explained herein. 18. l BLOOD Blood is a special connective tissue consisting of a ﬂuid matrix, plasma, and formed elements. 18. 1. 1 Plasma Plasma is a straw coloured, viscous ﬂuid constituting nearly 55 per cent of the blood. 90-92 per cent of plasma is water and proteins contribute 6-8 per cent of it. Fibrinogen, globulins and albumins are the major proteins. 2019-2020",1
727,121,"Electric Charges and Fields Example 1.4 Coulomb’s law for electrostatic force between two point charges and Newton’s law for gravitational force between two stationary point masses, both have inverse-square dependence on the distance between the charges and masses respectively. (a) Compare the strength of these forces by determining the ratio of their magnitudes (i) for an electron and a proton and (ii) for two protons. (b) Estimate the accelerations of electron and proton due to the electrical force of their mutual attraction when they are 1 A (= 10‘10 m) apart? (mp = 1.67 x 10‘27kg, me = 9.11 x 10‘31 kg) Solution (a) (i) The electric force between an electron and a proton at a distance r apart is: 1 62 _ 47:80 r—2 where the negative sign indicates that the force is attractive. The corresponding gravitational force (always attractive) is: F: 6 mp me Fa = ‘Gr—2 where mp and me are the masses of a proton and an electron respectively. F 2 —6 =—e =2.4><1o39 FG 41:80Gmpme (ii) On similar lines, the ratio of the magnitudes of electric force to the gravitational force between two protons at a distance r apart is: F e2 —6 =—= 1.3 x 1036 FG 4158onme However, it may be mentioned here that the signs of the two forces are different. For two protons, the gravitational force is attractive in nature and the Coulomb force is repulsive. The actual values of these forces between two rotons inside a nucleus (distance between two protons is ~ 10‘1 m inside a nucleus) are Fe ~ 230 N, whereas, FG ~ 1.9 X 10‘34 N. The (dimensionless) ratio of the two forces shows that electrical forces are enormously stronger than the gravitational forces. (b) The electric force F exerted by a proton on an electron is same in magnitude to the force exerted by an electron on a proton; however, the masses of an electron and a proton are different. Thus, the magnitude of force is 1 e2 IFI = 4 —2 — 8.987 x 109 NmZ/CZX (1.6 XIO‘IQC)2 / (10—10m)2 no r = 2.3 x 10‘8N Using Newton’s second law of motion, F = ma, the acceleration that an electron will undergo is a = 2.3X10‘8N / 9.11 x10—31 kg = 2.5 x 1022m/s2 Comparing this with the value of acceleration due to gravity, we can conclude that the effect of gravitational field is negligible on the motion of electron and it undergoes very large accelerations under the action of Coulomb force due to a proton. The value for acceleration of the proton is 2.3 x 10‘8N / 1.67 x 10‘27kg = 1.4 x 1019m/s2 2019-20 17' I mama .1 ”1.365 |LLllL|‘ZJalSaLLIOS nuaLu/zialsaulas llq/SGDJHOSQJ 1 \\ alsliqd/npa‘uospgAPp'SDgs/fqdan/ﬁduq :MBI s,qu101n03 uo uonewiue annomaml 13",0
